episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,optimizer_steps_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/sample_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/allreduce_latency,info/learner/cur_kl_coeff,info/learner/cur_lr,info/learner/total_loss,info/learner/policy_loss,info/learner/vf_loss,info/learner/vf_explained_var,info/learner/kl,info/learner/entropy,info/learner/entropy_coeff
-7.0,-20.0,-13.95,1659.46,3,1,4200,False,550200,512,131,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-11-58,1589091118,21.09642720222473,2781.445877313614,20785,ip-172-31-20-81,172.31.20.81,2781.445877313614,550200,131,3,00000,0,"[-14.0, -8.0, -9.0, -19.0, -13.0, -19.0, -18.0, -16.0, -18.0, -17.0, -15.0, -17.0, -18.0, -14.0, -12.0, -16.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0]","[1702, 2354, 2102, 1248, 1622, 1137, 1273, 1400, 1204, 1250, 1557, 1392, 1405, 1623, 1779, 1331, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115]",550200,550200,6330.71,14848.243,5.393,282.862,663.433,4200.0,40.93571428571429,40.93214285714286,0.4575,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.0364759060921091,-0.1110006155389728,0.04355851244745833,0.94948936,0.012728917243128473,0.7569470712632844,0.0
-7.0,-20.0,-13.86,1668.72,2,1,4200,False,554400,514,132,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-12-19,1589091139,21.175424575805664,2802.6213018894196,20785,ip-172-31-20-81,172.31.20.81,2802.6213018894196,554400,132,3,00000,0,"[-11.0, -12.0, -19.0, -18.0, -16.0, -18.0, -17.0, -15.0, -17.0, -18.0, -14.0, -12.0, -16.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0]","[1922, 1874, 1137, 1273, 1400, 1204, 1250, 1557, 1392, 1405, 1623, 1779, 1331, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102]",554400,554400,6327.68,14853.38,5.388,282.764,663.75,4200.0,41.17857142857143,41.039285714285725,0.4507142857142857,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.03166126177617998,-0.11322205858022878,0.04911921162045363,0.9422746,0.013335389339111069,0.768430466001684,0.0
-7.0,-20.0,-13.74,1682.25,3,1,4200,False,558600,517,133,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-12-41,1589091161,21.24208354949951,2823.863385438919,20785,ip-172-31-20-81,172.31.20.81,2823.863385438919,558600,133,3,00000,0,"[-16.0, -10.0, -15.0, -18.0, -17.0, -15.0, -17.0, -18.0, -14.0, -12.0, -16.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0]","[1564, 2104, 1495, 1204, 1250, 1557, 1392, 1405, 1623, 1779, 1331, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874]",558600,558600,6328.572,14845.817,5.422,282.908,663.657,4200.0,41.324999999999996,41.02142857142859,0.4571428571428572,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.03226805128382914,-0.11901940715809663,0.05186031623320146,0.94576067,0.014342256567694923,0.8130600109244838,0.0
-7.0,-20.0,-13.65,1693.23,2,1,4200,False,562800,519,134,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-13-02,1589091182,21.25304889678955,2845.1164343357086,20785,ip-172-31-20-81,172.31.20.81,2845.1164343357086,562800,134,3,00000,0,"[-13.0, -13.0, -15.0, -17.0, -18.0, -14.0, -12.0, -16.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0]","[2019, 1533, 1557, 1392, 1405, 1623, 1779, 1331, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495]",562800,562800,6329.854,14843.698,5.402,282.948,663.522,4200.0,41.532142857142865,41.05714285714287,0.4657142857142857,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.0447036519533757,-0.1228946138907111,0.04262809596504226,0.9524555,0.014618418348783796,0.7690705602819269,0.0
-7.0,-20.0,-13.61,1697.28,2,1,4200,False,567000,521,135,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-13-23,1589091203,21.18494701385498,2866.3013813495636,20785,ip-172-31-20-81,172.31.20.81,2866.3013813495636,567000,135,3,00000,0,"[-15.0, -13.0, -18.0, -14.0, -12.0, -16.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0]","[1468, 1886, 1405, 1623, 1779, 1331, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533]",567000,567000,6324.04,14845.256,5.467,282.919,664.132,4200.0,41.833333333333336,41.055555555555564,0.4451851851851852,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.013607171787457033,-0.11221382687940742,0.06537125869230791,0.92040765,0.013661690620761929,0.770528899900841,0.0
-7.0,-20.0,-13.55,1700.54,1,1,4200,False,571200,522,136,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-13-44,1589091224,21.156551837921143,2887.4579331874847,20785,ip-172-31-20-81,172.31.20.81,2887.4579331874847,571200,136,3,00000,0,"[-12.0, -14.0, -12.0, -16.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0, -15.0, -13.0]","[1731, 1623, 1779, 1331, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533, 1468, 1886]",571200,571200,6329.151,14839.291,5.776,283.032,663.596,4200.0,41.22857142857142,41.06785714285714,0.4446428571428572,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.017726193379723663,-0.11700965588291486,0.06440829813028827,0.9307193,0.014335732173287508,0.7704060222163345,0.0
-7.0,-20.0,-13.44,1709.64,3,1,4200,False,575400,525,137,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-14-05,1589091245,21.155479907989502,2908.6134130954742,20785,ip-172-31-20-81,172.31.20.81,2908.6134130954742,575400,137,3,00000,0,"[-13.0, -10.0, -8.0, -15.0, -15.0, -16.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0, -15.0, -13.0, -12.0]","[1635, 1967, 2041, 1468, 1786, 1905, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533, 1468, 1886, 1731]",575400,575400,6325.21,14847.806,5.813,282.87,664.01,4200.0,41.48571428571429,41.06428571428573,0.44857142857142857,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.031987462587880364,-0.12405429012847669,0.05627838104511752,0.91493684,0.014711145283372112,0.8016011281446977,0.0
-1.0,-20.0,-13.22,1729.39,3,1,4200,False,579600,528,138,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-14-27,1589091267,21.289501428604126,2929.9029145240784,20785,ip-172-31-20-81,172.31.20.81,2929.9029145240784,579600,138,3,00000,0,"[-9.0, -14.0, -1.0, -12.0, -18.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0, -15.0, -13.0, -12.0, -13.0, -10.0, -8.0]","[2534, 1559, 3041, 1698, 1342, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533, 1468, 1886, 1731, 1635, 1967, 2041]",579600,579600,6333.759,14851.259,5.621,282.804,663.113,4200.0,41.80357142857143,41.02142857142859,0.4639285714285714,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.036751237133461415,-0.1150861352569226,0.04492288026394266,0.943854,0.013734294778921387,0.7987469145745942,0.0
-1.0,-20.0,-13.22,1730.35,2,1,4200,False,583800,530,139,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-14-48,1589091288,21.03974437713623,2950.9426589012146,20785,ip-172-31-20-81,172.31.20.81,2950.9426589012146,583800,139,3,00000,0,"[-15.0, -15.0, -10.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0, -15.0, -13.0, -12.0, -13.0, -10.0, -8.0, -9.0, -14.0, -1.0]","[1579, 1557, 1754, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533, 1468, 1886, 1731, 1635, 1967, 2041, 2534, 1559, 3041]",583800,583800,6325.807,14840.587,5.564,283.008,663.947,4200.0,41.56296296296296,41.08518518518519,0.4411111111111111,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.06286616756044554,-0.11622738129826206,0.021390704042983776,0.97460985,0.013141750527376478,0.7842744299859712,0.0
-1.0,-20.0,-13.21,1733.9,1,1,4200,False,588000,531,140,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-15-09,1589091309,21.18634867668152,2972.129007577896,20785,ip-172-31-20-81,172.31.20.81,2972.129007577896,588000,140,3,00000,0,"[-9.0, -14.0, -15.0, -13.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0, -15.0, -13.0, -12.0, -13.0, -10.0, -8.0, -9.0, -14.0, -1.0, -15.0, -15.0]","[2109, 1726, 1598, 1611, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533, 1468, 1886, 1731, 1635, 1967, 2041, 2534, 1559, 3041, 1579, 1557]",588000,588000,6327.306,14839.812,5.608,283.022,663.79,4200.0,41.739285714285714,41.12857142857144,0.44142857142857145,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.057248915460976685,-0.11949023717280591,0.029423332462708156,0.966965,0.013490111595301918,0.785935205040556,0.0
-1.0,-20.0,-13.19,1738.0,3,1,4200,False,592200,534,141,47338ec8be374c029f9b751bd74e30d6,2020-05-10_06-15-30,1589091330,21.235735177993774,2993.36474275589,20785,ip-172-31-20-81,172.31.20.81,2993.36474275589,592200,141,3,00000,0,"[-12.0, -12.0, -16.0, -14.0, -15.0, -12.0, -17.0, -15.0, -16.0, -17.0, -17.0, -14.0, -17.0, -14.0, -13.0, -14.0, -12.0, -10.0, -17.0, -11.0, -16.0, -16.0, -16.0, -15.0, -19.0, -12.0, -15.0, -16.0, -11.0, -12.0, -13.0, -12.0, -15.0, -17.0, -12.0, -18.0, -14.0, -12.0, -13.0, -14.0, -13.0, -16.0, -15.0, -10.0, -14.0, -9.0, -17.0, -10.0, -15.0, -16.0, -12.0, -11.0, -10.0, -11.0, -11.0, -11.0, -10.0, -10.0, -12.0, -20.0, -13.0, -13.0, -13.0, -14.0, -15.0, -14.0, -16.0, -11.0, -16.0, -17.0, -13.0, -9.0, -15.0, -11.0, -7.0, -14.0, -17.0, -10.0, -14.0, -8.0, -9.0, -11.0, -12.0, -16.0, -10.0, -15.0, -13.0, -13.0, -15.0, -13.0, -12.0, -13.0, -10.0, -8.0, -9.0, -14.0, -1.0, -15.0, -15.0, -9.0]","[1981, 1813, 1551, 1692, 1544, 1967, 1483, 1421, 1446, 1362, 1341, 1467, 1484, 1574, 1787, 1620, 1672, 2008, 1395, 2108, 1381, 1240, 1415, 1787, 1145, 1937, 1438, 1383, 1890, 1868, 1552, 1996, 1585, 1292, 1997, 1203, 1678, 1725, 1752, 1561, 1748, 1347, 1458, 2260, 1943, 1949, 1367, 1929, 1552, 1512, 1763, 2085, 1938, 1791, 1798, 1958, 2098, 2034, 1738, 931, 1724, 2010, 1623, 1767, 1654, 1732, 1354, 1941, 1368, 1563, 1811, 2314, 1667, 1846, 2292, 1892, 1611, 2115, 1702, 2354, 2102, 1922, 1874, 1564, 2104, 1495, 2019, 1533, 1468, 1886, 1731, 1635, 1967, 2041, 2534, 1559, 3041, 1579, 1557, 2109]",592200,592200,6338.412,14842.687,5.564,282.968,662.626,4200.0,41.371428571428574,41.15,0.4321428571428572,0.08637236084452973,0.0,2.432743835449219,5e-05,-0.030375006862662056,-0.11486720519535469,0.05102644544659239,0.91886485,0.013756381629994421,0.7536382855791034,0.0
