episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/allreduce_latency,info/learner/default_policy/grad_gnorm,info/learner/default_policy/td_error,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error
-17.0,-21.0,-20.52777777777778,1161.7777777777778,1,3,45360,False,36,45,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-09-31,1589087371,4.922780990600586,219.38771796226501,19310,ip-172-31-20-81,172.31.20.81,219.38771796226501,0,45,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0]","[1100, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215]",15.817,2023.164,5.376,45360,118304,45360,89,54.699999999999996,42.150000000000006,0.18333333333333335,0.0558607452511748,0.0,3.3161442478153655,"[-0.16655064 -0.48087215 -0.34652805 -0.19807816 -0.22204494 -0.39780712
 -0.24697018 -0.08613777 -0.00217247 -0.3240261  -0.45559025 -0.3014431
 -0.28494453 -0.23669147 -0.13451385 -0.3348341  -0.19075966 -0.45930862
  0.8726425  -0.24352741 -0.36054516 -0.205122   -0.01571178 -0.3583603
 -0.4508257  -0.30069733 -0.22264194 -0.46219635 -0.34067154 -0.34893513
 -0.09100819 -0.502717  ]",0.0005,-14.781126976013184,-15.257474899291992,-13.65099048614502,-0.24686220288276672
-17.0,-21.0,-20.52777777777778,1161.7777777777778,0,3,46368,False,36,46,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-09-36,1589087376,4.882505178451538,224.27022314071655,19310,ip-172-31-20-81,172.31.20.81,224.27022314071655,0,46,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100]",16.098,1987.854,5.45,46368,120992,46368,91,52.71666666666667,42.56666666666666,0.19666666666666666,0.0558607452511748,0.0,0.23461916826253643,"[-0.00556183 -0.06162643  0.08335972  0.10684776  0.01551723 -0.00503254
  0.0806551   0.06498814  0.08697891 -0.27825928  0.13643074 -0.00267601
 -0.06647778 -0.16043186 -0.00475502 -0.2547369  -0.04232025  0.01612282
 -0.07000828  0.22309494 -0.10151672 -0.1725483   0.0820322  -0.05187988
  0.22453308  0.13494205 -0.12930775  0.3923006   0.14416122 -0.07216167
 -0.04005241  0.70259285]",0.0005,-14.580984115600586,-16.31304931640625,-13.497007369995117,0.030475139617919922
-17.0,-21.0,-20.526315789473685,1158.6052631578948,2,3,47376,False,38,47,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-09-41,1589087381,4.872737407684326,229.14296054840088,19310,ip-172-31-20-81,172.31.20.81,229.14296054840088,0,47,00000,0,"[-20.0, -21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0]","[1116, 1087, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100]",15.627,2047.803,5.0,47376,123680,47376,93,52.7,42.94,0.16199999999999998,0.055860745251174806,0.0,0.869217854773687,"[ 1.37810707e-01 -3.01044464e-01  1.09334946e-01 -1.34052277e-01
  6.83810234e-01  1.83612823e-01 -1.60218239e-01 -4.12893295e-02
  1.05428696e-01  9.50012207e-02  1.21020317e-01 -1.57356262e-04
 -1.27476692e-01  6.12258911e-04  4.19654846e-02 -4.16164398e-02
  3.93257141e-02 -1.09692574e-01  3.25733185e-01 -1.16113663e-01
 -5.34162521e-02  1.36229515e-01  8.82654190e-02 -1.91572189e-01
  1.96706772e-01  1.82663918e-01  8.83150101e-02  3.57227325e-02
  4.39119339e-02  2.39797592e-01  7.81412125e-01  6.12993240e-02]",0.0005,-14.298023223876953,-15.471104621887207,-12.88744068145752,0.07566657662391663
-17.0,-21.0,-20.512820512820515,1158.871794871795,1,3,48384,False,39,48,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-09-46,1589087386,4.879852533340454,234.02281308174133,19310,ip-172-31-20-81,172.31.20.81,234.02281308174133,0,48,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0]","[1169, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087]",15.73,2034.323,5.284,48384,126368,48384,95,52.00000000000001,43.31666666666667,0.17,0.0558607452511748,0.0,0.565083770660248,"[-1.8227196e-01  1.1562443e-01  1.4266014e-01  1.2997818e-01
  4.0588379e-02 -3.1403542e-02  2.7770901e-01  3.0946064e-01
 -6.5521240e-02  9.7469330e-02  6.1189651e-02  6.6287994e-02
  2.1666908e-01 -2.2237778e-02 -6.7826271e-02  2.2810745e-01
  6.8708420e-02  6.0472488e-02  1.9188309e-01 -4.6042442e-02
  8.0969810e-02  1.0917664e-02 -1.3814449e-01  1.6291904e-01
 -7.9822540e-03  3.0001354e-01 -1.2833725e+01 -3.4133339e-01
  5.3225517e-02 -3.8076401e-02  1.8062115e-01 -1.6236973e-01]",0.0005,-14.267877578735352,-15.51054573059082,-12.686784744262695,-0.34817060828208923
-17.0,-21.0,-20.512820512820515,1158.871794871795,0,3,49392,False,39,49,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-09-51,1589087391,4.917165994644165,238.9399790763855,19310,ip-172-31-20-81,172.31.20.81,238.9399790763855,0,49,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169]",15.876,2015.663,5.467,49392,129056,49392,97,52.28333333333333,43.73333333333333,0.17166666666666666,0.0558607452511748,0.0,0.6780286026298235,"[-0.2275505  -0.07134914 -0.16186142 -0.11599922 -0.1350708  -0.00479031
 -0.11849403 -0.12005329 -0.08916378 -0.29049492  0.03460598 -0.13853264
 -0.05481434  0.6569166   0.0024395  -0.01664639  0.02362537  0.01454544
 -0.06442547  0.05245876 -0.05660248 -0.10415363 -0.06548309 -0.23508549
  0.03268528 -0.10895824 -0.01004982  0.08406353  0.0630722  -0.18565178
 -0.1070509  -0.15611458]",0.0005,-14.329545974731445,-15.830986976623535,-12.660606384277344,-0.052311986684799194
-17.0,-21.0,-20.512820512820515,1158.871794871795,0,3,50400,False,39,50,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-09-55,1589087395,4.9039459228515625,243.84392499923706,19310,ip-172-31-20-81,172.31.20.81,243.84392499923706,0,50,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169]",16.054,1993.313,5.032,50400,131744,50400,99,52.333333333333336,44.133333333333326,0.17500000000000002,0.0558607452511748,0.0,1.7850171772265124,"[ 5.1074982e-02 -1.1849117e-01 -2.7434444e-01 -2.8616238e-01
 -2.5573540e-01 -1.6900063e-01 -6.3507080e-02  6.9208145e-02
 -2.0060158e-01 -3.0933571e-01  1.1291981e-01 -4.2591095e-02
 -1.7623901e-02 -7.0514679e-03 -1.2422593e+01 -2.3091793e-01
 -3.9346123e-01 -5.1526070e-02 -2.0153236e-01 -8.6030006e-02
 -5.7334900e-02 -7.0889473e-02 -1.0444260e-01 -1.6033936e-01
  1.5998840e-02 -4.1935921e-01 -2.8859043e-01 -9.6598625e-02
 -2.9803371e-01  2.8880405e-01 -9.7356796e-02 -1.6285419e-01]",0.0005,-14.072336196899414,-15.482254028320312,-13.422593116760254,-0.5108843445777893
-17.0,-21.0,-20.536585365853657,1153.1463414634147,2,3,51408,False,41,51,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-00,1589087400,4.890692234039307,248.73461723327637,19310,ip-172-31-20-81,172.31.20.81,248.73461723327637,0,51,00000,0,"[-21.0, -21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0]","[1087, 996, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169]",15.539,2059.318,4.514,51408,134432,51408,101,50.96,44.2,0.202,0.055860745251174806,0.0,3.124605906577262,"[  0.3621292    0.35893154   0.29084015   1.3416262    0.2807083
   0.33283234   0.35011292   0.17367458   0.04599094 -11.691682
   0.48243904   0.3667202    0.37852764  -0.77506924   0.52373886
   0.19169044   0.18935871   0.25019646   0.9307442    0.11429691
   0.04584789   0.3914013    0.18346596   0.6652603    0.40244102
   0.31450653   0.31855202   0.17170715   0.19838905   0.4251156
   0.4334345    0.30343914]",0.0005,-13.164589881896973,-14.551886558532715,-12.68362808227539,-0.05151975154876709
-17.0,-21.0,-20.547619047619047,1149.7380952380952,1,3,52416,False,42,52,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-05,1589087405,4.923795938491821,253.6584131717682,19310,ip-172-31-20-81,172.31.20.81,253.6584131717682,0,52,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0]","[1010, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996]",15.984,2001.971,5.189,52416,137120,52416,103,52.5,44.199999999999996,0.16999999999999996,0.0558607452511748,0.0,1.7217711852183728,"[-0.28902817 -0.04569054 -0.11905384  0.08538151 -0.20477486 -0.01337337
 -0.25830936  0.03216553 -0.13762379 -0.35358143  0.01977253 -0.3148651
 -0.30100632 -0.10638809 -0.0350008   0.14579773 -0.27967072 -0.05322742
 -0.1231432  -0.250782   -0.22766113 -0.13326454 -0.07235813 -0.01527786
 -0.19707012 -0.29293633 -0.42213917 -0.23187447 -0.2530651  -0.06900215
 -0.2927208   0.00171947]",0.0005,-13.345224380493164,-14.1902437210083,-11.61274242401123,-0.1502516269683838
-17.0,-21.0,-20.547619047619047,1149.7380952380952,0,3,53424,False,42,53,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-10,1589087410,4.908687591552734,258.5671007633209,19310,ip-172-31-20-81,172.31.20.81,258.5671007633209,0,53,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010]",16.173,1978.609,5.085,53424,139808,53424,105,52.849999999999994,44.199999999999996,0.17499999999999996,0.0558607452511748,0.0,1.5941596894393089,"[ 1.0014286   0.06544113  0.3040142   0.21550179  0.08503914  0.105546
 -0.03582859 -0.19800186  0.19789886  0.23952103  0.32464123  0.2246542
  0.11147118  0.19440556  0.09632111  0.23369503  0.17856789  0.7368612
 -0.03204441  0.01806259  0.2402792  -0.13466454  0.09433556  0.1358614
  0.00772858  0.13372421  0.20105648  0.20749092  0.04645443  0.00202751
  0.23113441  0.19140244]",0.0005,-13.589481353759766,-14.623971939086914,-11.476581573486328,0.16950082778930664
-17.0,-21.0,-20.568181818181817,1151.6818181818182,2,3,54432,False,44,54,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-15,1589087415,4.865163326263428,263.43226408958435,19310,ip-172-31-20-81,172.31.20.81,263.43226408958435,0,54,00000,0,"[-21.0, -21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0]","[1197, 1188, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010]",15.709,2037.068,4.543,54432,142496,54432,107,52.36,44.24000000000001,0.192,0.055860745251174806,0.0,0.327819714983633,"[-2.15393066e-01  1.72471046e-01  2.04935074e-01  1.33379936e-01
  2.24535942e-01 -4.78047371e-01 -1.13681641e+01  7.49206543e-03
  2.78683662e-01  1.01109505e-01 -1.66482925e-01  4.71677780e-02
 -7.85815239e-01 -2.68411636e-02  6.68720245e-01  3.29866409e-02
 -2.93912888e-01  2.26198196e-01 -8.44612122e-02 -3.78170013e-02
  3.60763550e-01 -2.00176239e-02 -1.14595413e-01  8.73208046e-01
 -4.78623390e-01 -2.87895203e-02  1.93519592e-01  5.05778313e-01
 -1.00660324e-01  2.08165169e-01  1.38383865e-01  8.95061493e-02]",0.0005,-13.587872505187988,-15.255449295043945,-12.278352737426758,-0.3041442632675171
-17.0,-21.0,-20.555555555555557,1152.7777777777778,1,3,55440,False,45,55,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-20,1589087420,4.924134016036987,268.35639810562134,19310,ip-172-31-20-81,172.31.20.81,268.35639810562134,0,55,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1201, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188]",15.853,2018.503,4.972,55440,145184,55440,109,52.349999999999994,44.300000000000004,0.16333333333333333,0.0558607452511748,0.0,1.477714837690452,"[-4.6471310e-01  7.5578690e-02 -3.2348633e-03 -1.5515232e-01
 -7.2071075e-02 -1.7070007e-01  4.9437523e-02 -1.2001133e-01
  2.6341438e-02 -3.0330181e-01 -1.1243689e+01 -1.4130974e-01
  1.6746140e-01 -7.4921608e-02 -3.7118912e-02 -2.0684910e-01
 -2.4274635e-01  5.5961037e-01 -1.7756939e-01 -9.1836929e-02
 -2.1369553e-01 -1.2769985e-01 -1.4196205e-01 -6.1081696e-01
 -8.8858604e-02  5.5297852e-02 -4.8309612e-01  1.0008812e-02
 -1.3507557e-01 -3.9197826e-01 -8.2454681e-02 -5.8208466e-02]",0.0005,-13.51851749420166,-14.626083374023438,-12.243688583374023,-0.4654792249202728
-17.0,-21.0,-20.555555555555557,1152.7777777777778,0,3,56448,False,45,56,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-25,1589087425,4.9324445724487305,273.28884267807007,19310,ip-172-31-20-81,172.31.20.81,273.28884267807007,0,56,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201]",15.974,2003.277,5.079,56448,147872,56448,111,51.6,44.300000000000004,0.16,0.0558607452511748,0.0,3.0209993371857196,"[-0.11187267 -0.2088852  -0.55643654 -0.22127724 -0.6186514  -0.25448608
 -0.40701294 -0.2711277  -0.3504696  -0.18720627 -0.2598076  -0.5436859
 -0.17367554 -0.27186298 -0.32064915  0.07117271 -0.24572659 -0.5865059
 -0.3161726  -0.22747803 -0.15172958 -0.37059402 -0.0809021  -0.04018688
 -0.46867085 -0.24887562 -0.2706766  -0.11788845 -0.12374878 -0.26905727
 -0.16410542 -0.14953232]",0.0005,-13.52067756652832,-14.698351860046387,-10.920971870422363,-0.26618078351020813
-17.0,-21.0,-20.5531914893617,1150.0851063829787,2,3,57456,False,47,57,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-30,1589087430,4.814717769622803,278.10356044769287,19310,ip-172-31-20-81,172.31.20.81,278.10356044769287,0,57,00000,0,"[-20.0, -21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0]","[1152, 1027, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201]",15.562,2056.242,4.556,57456,150560,57456,113,53.04,44.3,0.196,0.055860745251174806,0.0,0.9722425407051958,"[-2.4845123e-02 -5.6221008e-02 -6.6954613e-02 -1.8931007e-01
 -2.2572899e-01 -1.9500160e-01  1.4267445e-01  8.7815285e-02
 -6.3043594e-02 -1.9003773e-01 -1.4570904e-01 -2.3317909e-01
 -8.3279610e-02 -1.5801048e-01  1.9193172e-01 -1.6260147e-03
 -7.6201439e-02 -2.3571014e-02 -1.9358158e-01 -5.3880882e-01
 -1.8302822e-01  3.8208008e-02  5.3495407e-02 -3.1298637e-02
 -1.4027691e-01 -2.1874428e-01  6.4849854e-05 -7.5349808e-02
 -1.5767002e-01  7.5114250e-02 -1.3019943e-01 -2.8740597e-01]",0.0005,-13.112602233886719,-14.35872745513916,-10.448875427246094,-0.09686809778213501
-17.0,-21.0,-20.5531914893617,1150.0851063829787,0,3,58464,False,47,58,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-35,1589087435,4.916567802429199,283.02012825012207,19310,ip-172-31-20-81,172.31.20.81,283.02012825012207,0,58,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027]",15.978,2002.783,5.1,58464,153248,58464,115,52.76666666666667,44.300000000000004,0.16666666666666666,0.0558607452511748,0.0,0.968417637601642,"[ 0.381423   -0.0807457  -0.14390755  0.0423069  -0.09910488  0.37339497
 -0.07812595  0.1879549   0.1971426   0.05059147  0.18132591  0.13627434
  0.00203514  0.07462788 -0.07003975 -0.03270817 -0.04072475 -0.00242996
  0.04366684  0.25809383  0.12107658  0.19978619  0.08953571  0.09337997
  1.101017   -0.04376793  0.31992054  0.14597893  0.16599274 -0.13451481
  0.1655674  -0.08972931]",0.0005,-12.853479385375977,-14.170541763305664,-10.38538932800293,0.10985293984413147
-17.0,-21.0,-20.541666666666668,1151.2083333333333,1,3,59472,False,48,59,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-10-40,1589087440,4.9176154136657715,287.93774366378784,19310,ip-172-31-20-81,172.31.20.81,287.93774366378784,0,59,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0]","[1204, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027]",15.809,2024.147,4.97,59472,155936,59472,117,52.849999999999994,44.300000000000004,0.17500000000000002,0.0558607452511748,0.0,0.3474545909170877,"[ 9.94987488e-02  1.08108521e-01 -2.48950005e-01 -5.96008301e-02
 -5.86853981e-01 -1.57625198e-01  1.38606071e-01 -2.88362503e-02
  4.24957275e-02 -1.08302116e-01  6.27949715e-01  6.68195724e-01
 -3.04631233e-01  2.64439583e-01  2.15406418e-02 -1.33439064e-01
 -1.01399422e-01 -1.90718651e-01 -1.90425873e-01 -1.50991440e-01
  1.33808136e-01 -1.42354965e-02 -2.60696411e-01  1.65452957e-02
 -4.34875488e-04 -1.83267593e-01 -2.07975388e-01  4.56972122e-02
  1.75620079e-01 -2.87542343e-02 -8.06779861e-02 -7.60078430e-02]",0.0005,-13.044776916503906,-14.102544784545898,-10.0048246383667,-0.02410370111465454
